14:27:54:005 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:009 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:010 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:012 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:013 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:014 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:015 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:016 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:017 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:019 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:020 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:021 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:022 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:022 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:022 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
