10:20:50:563 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:564 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:565 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:566 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:567 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:568 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:572 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:573 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:574 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
10:20:50:575 -> 0, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
