Cetaphil Transparent bottle
14:28:53:653 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:655 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:655 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:655 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:655 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:655 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:655 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:655 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:655 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:655 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:655 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:656 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:657 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:658 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:662 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:663 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:664 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:665 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:665 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:665 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:665 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:665 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:665 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:665 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:665 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:673 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:673 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:673 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:673 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
14:28:53:676 -> A3=16.49, PA2=0.06, PA1=0.06, PA0=0.03
